ID,name_of_politician,verified,severity_of_harassment,type_of_account
1415,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1416,Chrystia Freeland,No,Questioning Authority,Anonymous
1417,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1418,Chrystia Freeland,No,Questioning Authority,Anonymous
1419,Chrystia Freeland,No,Questioning Authority,Personal
1420,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1421,Chrystia Freeland,No,Questioning Authority,Anonymous
1422,Chrystia Freeland,No,Questioning Authority,Anonymous
1423,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1424,Chrystia Freeland,No,Questioning Authority,Anonymous
1425,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1426,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1427,Chrystia Freeland,No,Questioning Authority,Anonymous
1428,Chrystia Freeland,No,Hate speech,Spammers
1429,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1430,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1431,Chrystia Freeland,No,Questioning Authority,Anonymous
1432,Chrystia Freeland,No,Neutral,Anonymous
1433,Chrystia Freeland,No,Neutral,Anonymous
1434,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1435,Chrystia Freeland,No,Vicious language,Anonymous
1436,Chrystia Freeland,No,Neutral,Spammers
1437,Chrystia Freeland,No,Questioning Authority,Anonymous
1438,Chrystia Freeland,No,Questioning Authority,Anonymous
1439,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1440,Chrystia Freeland,No,Credible threats,Anonymous
1441,Chrystia Freeland,No,Questioning Authority,Anonymous
1442,Chrystia Freeland,No,Questioning Authority,Anonymous
1443,Chrystia Freeland,No,Questioning Authority,Anonymous
1444,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1445,Chrystia Freeland,No,Questioning Authority,Anonymous
1446,Chrystia Freeland,No,Questioning Authority,Anonymous
1447,Chrystia Freeland,No,Questioning Authority,Spammers
1448,Chrystia Freeland,No,Questioning Authority,Anonymous
1449,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1450,Chrystia Freeland,No,Questioning Authority,Personal
1451,Chrystia Freeland,No,Neutral,Personal
1452,Chrystia Freeland,No,Questioning Authority,Spammers
1453,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1454,Chrystia Freeland,No,Questioning Authority,Anonymous
1455,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1456,Chrystia Freeland,No,Questioning Authority,Spammers
1457,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1458,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1459,Chrystia Freeland,Yes,Neutral,Anonymous
1460,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1461,Chrystia Freeland,No,Questioning Authority,Personal
1462,Chrystia Freeland,No,Questioning Authority,Anonymous
1463,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1464,Chrystia Freeland,No,Vicious language,Anonymous
1465,Chrystia Freeland,No,Questioning Authority,Anonymous
1466,Chrystia Freeland,No,Vicious language,Anonymous
1467,Chrystia Freeland,No,Questioning Authority,Personal
1468,Chrystia Freeland,No,Questioning Authority,Spammers
1469,Chrystia Freeland,No,Questioning Authority,Personal
1470,Chrystia Freeland,No,Neutral,Anonymous
1471,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1472,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1473,Chrystia Freeland,No,Questioning Authority,Anonymous
1474,Chrystia Freeland,No,Hate speech,Spammers
1475,Chrystia Freeland,No,Questioning Authority,Anonymous
1476,Chrystia Freeland,No,Neutral,Anonymous
1477,Chrystia Freeland,No,Questioning Authority,Anonymous
1478,Chrystia Freeland,No,Neutral,Spammers
1479,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1480,Chrystia Freeland,No,Neutral,Spammers
1481,Chrystia Freeland,No,Neutral,Spammers
1482,Chrystia Freeland,No,Neutral,Spammers
1483,Chrystia Freeland,No,Neutral,Spammers
1484,Chrystia Freeland,No,Neutral,Spammers
1485,Chrystia Freeland,No,Questioning Authority,Spammers
1486,Chrystia Freeland,No,Questioning Authority,Spammers
1487,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1488,Chrystia Freeland,Yes,Questioning Authority,Anonymous
1489,Chrystia Freeland,No,Questioning Authority,Anonymous
1490,Chrystia Freeland,No,Questioning Authority,Anonymous
1491,Chrystia Freeland,No,Questioning Authority,Anonymous
1492,Chrystia Freeland,No,Questioning Authority,Spammers
1493,Chrystia Freeland,No,Questioning Authority,Spammers
1494,Chrystia Freeland,No,Questioning Authority,Anonymous
1495,Chrystia Freeland,No,Questioning Authority,Spammers
1496,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1497,Chrystia Freeland,No,Questioning Authority,Anonymous
1498,Chrystia Freeland,No,Questioning Authority,Spammers
1499,Chrystia Freeland,No,Questioning Authority,Anonymous
1500,Chrystia Freeland,Yes,Questioning Authority,Personal
1501,Chrystia Freeland,No,Vicious language,Anonymous
1502,Chrystia Freeland,No,Neutral,Anonymous
1503,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1504,Chrystia Freeland,No,Vicious language,Anonymous
1505,Chrystia Freeland,No,Neutral,Spammers
1506,Chrystia Freeland,No,Questioning Authority,Anonymous
1507,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1508,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1509,Chrystia Freeland,No,Neutral,Spammers
1510,Chrystia Freeland,No,Questioning Authority,Spammers
1511,Chrystia Freeland,No,Questioning Authority,Personal
1512,Chrystia Freeland,No,Questioning Authority,Anonymous
1513,Chrystia Freeland,Yes,Questioning Authority,Spammers
1514,Chrystia Freeland,No,Questioning Authority,Spammers
1515,Chrystia Freeland,No,Questioning Authority,Anonymous
1516,Chrystia Freeland,No,Questioning Authority,Anonymous
1517,Chrystia Freeland,No,Hate speech,Anonymous
1518,Chrystia Freeland,Yes,Questioning Authority,Spammers
1519,Chrystia Freeland,No,Questioning Authority,Spammers
1520,Chrystia Freeland,No,Questioning Authority,Anonymous
1521,Chrystia Freeland,No,Questioning Authority,Spammers
1522,Chrystia Freeland,No,Questioning Authority,Anonymous
1523,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1524,Chrystia Freeland,No,Questioning Authority,Anonymous
1525,Chrystia Freeland,No,Questioning Authority,Spammers
1526,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1527,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1528,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1529,Chrystia Freeland,No,Questioning Authority,Spammers
1530,Chrystia Freeland,No,Questioning Authority,Anonymous
1531,Chrystia Freeland,No,Neutral,Anonymous
1532,Chrystia Freeland,No,Questioning Authority,Anonymous
1533,Chrystia Freeland,No,Neutral,Personal
1534,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1535,Chrystia Freeland,No,Questioning Authority,Spammers
1536,Chrystia Freeland,No,Neutral,Spammers
1537,Chrystia Freeland,Yes,Questioning Authority,Spammers
1538,Chrystia Freeland,No,Vicious language,Personal
1539,Chrystia Freeland,No,Questioning Authority,Spammers
1540,Chrystia Freeland,Yes,Neutral,Spammers
1541,Chrystia Freeland,No,Questioning Authority,Spammers
1542,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1543,Chrystia Freeland,No,Questioning Authority,Anonymous
1544,Chrystia Freeland,No,Questioning Authority,Anonymous
1545,Chrystia Freeland,No,Questioning Authority,Anonymous
1546,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1547,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1548,Chrystia Freeland,No,Questioning Authority,Anonymous
1549,Chrystia Freeland,No,Questioning Authority,Spammers
1550,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1551,Chrystia Freeland,No,Questioning Authority,Spammers
1552,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1553,Chrystia Freeland,No,Questioning Authority,Personal
1554,Chrystia Freeland,No,Questioning Authority,Anonymous
1555,Chrystia Freeland,No,Questioning Authority,Anonymous
1556,Chrystia Freeland,No,Credible threats,Personal
1557,Chrystia Freeland,No,Questioning Authority,Personal
1558,Chrystia Freeland,No,Questioning Authority,Spammers
1559,Chrystia Freeland,No,Questioning Authority,Anonymous
1560,Chrystia Freeland,No,Questioning Authority,Spammers
1561,Chrystia Freeland,No,Questioning Authority,Anonymous
1562,Chrystia Freeland,No,Neutral,Spammers
1563,Chrystia Freeland,No,Neutral,Spammers
1564,Chrystia Freeland,No,Neutral,Spammers
1565,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1566,Chrystia Freeland,No,Questioning Authority,Anonymous
1567,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1568,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1569,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1570,Chrystia Freeland,No,Questioning Authority,Anonymous
1571,Chrystia Freeland,No,Questioning Authority,Spammers
1572,Chrystia Freeland,No,Questioning Authority,Anonymous
1573,Chrystia Freeland,No,Neutral,Anonymous
1574,Chrystia Freeland,No,Questioning Authority,Anonymous
1575,Chrystia Freeland,No,Questioning Authority,Anonymous
1576,Chrystia Freeland,No,Questioning Authority,Personal
1577,Chrystia Freeland,No,Questioning Authority,Personal
1578,Chrystia Freeland,No,Questioning Authority,Anonymous
1579,Chrystia Freeland,No,Questioning Authority,Spammers
1580,Chrystia Freeland,No,Questioning Authority,Anonymous
1581,Chrystia Freeland,No,Questioning Authority,Personal
1582,Chrystia Freeland,No,Questioning Authority,Personal
1583,Chrystia Freeland,No,Vicious language,Personal
1584,Chrystia Freeland,No,Questioning Authority,Spammers
1585,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1586,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1587,Chrystia Freeland,Yes,Questioning Authority,Spammers
1588,Chrystia Freeland,No,Neutral,Spammers
1589,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1590,Chrystia Freeland,No,Questioning Authority,Spammers
1591,Chrystia Freeland,No,Questioning Authority,Spammers
1592,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1593,Chrystia Freeland,No,Questioning Authority,Anonymous
1594,Chrystia Freeland,No,Questioning Authority,Spammers
1595,Chrystia Freeland,No,Name-calling/Gender insults,Suspended/deleted
1596,Chrystia Freeland,No,Neutral,Spammers
1597,Chrystia Freeland,Yes,Questioning Authority,Personal
1598,Chrystia Freeland,No,Questioning Authority,Personal
1599,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1600,Chrystia Freeland,No,Questioning Authority,Anonymous
1601,Chrystia Freeland,No,Questioning Authority,Spammers
1602,Chrystia Freeland,No,Vicious language,Personal
1603,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1604,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1605,Chrystia Freeland,No,Neutral,Spammers
1606,Chrystia Freeland,No,Questioning Authority,Anonymous
1607,Chrystia Freeland,No,Questioning Authority,Personal
1608,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1609,Chrystia Freeland,No,Questioning Authority,Personal
1610,Chrystia Freeland,No,Vicious language,Anonymous
1611,Chrystia Freeland,No,Questioning Authority,Anonymous
1612,Chrystia Freeland,No,Name-calling/Gender insults,Suspended/deleted
1613,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1614,Chrystia Freeland,No,Questioning Authority,Personal
1615,Chrystia Freeland,No,Questioning Authority,Anonymous
1616,Chrystia Freeland,No,Questioning Authority,Spammers
1617,Chrystia Freeland,No,Questioning Authority,Anonymous
1618,Chrystia Freeland,Yes,Questioning Authority,Spammers
1619,Chrystia Freeland,No,Neutral,Anonymous
1620,Chrystia Freeland,No,Questioning Authority,Anonymous
1621,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1622,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1623,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1624,Chrystia Freeland,No,Questioning Authority,Anonymous
1625,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1626,Chrystia Freeland,No,Neutral,Anonymous
1627,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1628,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1629,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1630,Chrystia Freeland,No,Questioning Authority,Anonymous
1631,Chrystia Freeland,No,Questioning Authority,Spammers
1632,Chrystia Freeland,No,Credible threats,Anonymous
1633,Chrystia Freeland,Yes,Neutral,Anonymous
1634,Chrystia Freeland,No,Questioning Authority,Personal
1635,Chrystia Freeland,No,Questioning Authority,Anonymous
1636,Chrystia Freeland,No,Questioning Authority,Anonymous
1637,Chrystia Freeland,No,Questioning Authority,Personal
1638,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1639,Chrystia Freeland,Yes,Hate speech,Spammers
1640,Chrystia Freeland,Yes,Neutral,Spammers
1641,Chrystia Freeland,No,Questioning Authority,Spammers
1642,Chrystia Freeland,No,Questioning Authority,Anonymous
1643,Chrystia Freeland,No,Hate speech,Anonymous
1644,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1645,Chrystia Freeland,No,Neutral,Spammers
1646,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1647,Chrystia Freeland,No,Questioning Authority,Anonymous
1648,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1649,Chrystia Freeland,No,Questioning Authority,Spammers
1650,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1651,Chrystia Freeland,No,Neutral,Spammers
1652,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1653,Chrystia Freeland,No,Neutral,Personal
1654,Chrystia Freeland,No,Questioning Authority,Anonymous
1655,Chrystia Freeland,No,Questioning Authority,Anonymous
1656,Chrystia Freeland,No,Questioning Authority,Spammers
1657,Chrystia Freeland,No,Questioning Authority,Anonymous
1658,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1659,Chrystia Freeland,No,Questioning Authority,Anonymous
1660,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1661,Chrystia Freeland,No,Questioning Authority,Anonymous
1662,Chrystia Freeland,No,Questioning Authority,Spammers
1663,Chrystia Freeland,No,Neutral,Spammers
1664,Chrystia Freeland,Yes,Questioning Authority,Anonymous
1665,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1666,Chrystia Freeland,Yes,Questioning Authority,Personal
1667,Chrystia Freeland,No,Vicious language,Anonymous
1668,Chrystia Freeland,No,Questioning Authority,Spammers
1669,Chrystia Freeland,No,Questioning Authority,Anonymous
1670,Chrystia Freeland,No,Questioning Authority,Anonymous
1671,Chrystia Freeland,No,Neutral,Anonymous
1672,Chrystia Freeland,No,Questioning Authority,Anonymous
1673,Chrystia Freeland,No,Questioning Authority,Anonymous
1674,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1675,Chrystia Freeland,No,Questioning Authority,Anonymous
1676,Chrystia Freeland,No,Neutral,Anonymous
1677,Chrystia Freeland,No,Questioning Authority,Personal
1678,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1679,Chrystia Freeland,No,Questioning Authority,Anonymous
1680,Chrystia Freeland,No,Questioning Authority,Anonymous
1681,Chrystia Freeland,No,Questioning Authority,Personal
1682,Chrystia Freeland,No,Questioning Authority,Anonymous
1683,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1684,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1685,Chrystia Freeland,No,Neutral,Spammers
1686,Chrystia Freeland,No,Questioning Authority,Anonymous
1687,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1688,Chrystia Freeland,No,Vicious language,Spammers
1689,Chrystia Freeland,No,Questioning Authority,Personal
1690,Chrystia Freeland,Yes,Questioning Authority,Spammers
1691,Chrystia Freeland,No,Questioning Authority,Anonymous
1692,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1693,Chrystia Freeland,No,Questioning Authority,Spammers
1694,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1695,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1696,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1697,Chrystia Freeland,Yes,Questioning Authority,Spammers
1698,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1699,Chrystia Freeland,No,Neutral,Anonymous
1700,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1701,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1702,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1703,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
1704,Chrystia Freeland,No,Vicious language,Spammers
1705,Chrystia Freeland,Yes,Neutral,Anonymous
1706,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1707,Chrystia Freeland,No,Questioning Authority,Anonymous
1708,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1709,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1710,Chrystia Freeland,Yes,Questioning Authority,Anonymous
1711,Chrystia Freeland,No,Neutral,Spammers
1712,Chrystia Freeland,No,Questioning Authority,Spammers
1713,Chrystia Freeland,No,Questioning Authority,Professional
1714,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1715,Chrystia Freeland,No,Questioning Authority,Spammers
1716,Chrystia Freeland,No,Questioning Authority,Anonymous
1717,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1718,Chrystia Freeland,No,Questioning Authority,Spammers
1719,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1720,Chrystia Freeland,No,Neutral,Spammers
1721,Chrystia Freeland,No,Questioning Authority,Spammers
1722,Chrystia Freeland,No,Neutral,Anonymous
1723,Chrystia Freeland,No,Questioning Authority,Anonymous
1724,Chrystia Freeland,No,Questioning Authority,Spammers
1725,Chrystia Freeland,No,Neutral,Spammers
1726,Chrystia Freeland,No,Questioning Authority,Anonymous
1727,Chrystia Freeland,No,Neutral,Anonymous
1728,Chrystia Freeland,No,Name-calling/Gender insults,Suspended/deleted
1729,Chrystia Freeland,No,Questioning Authority,Spammers
